"candidate_id","candidate_name","candidate_lastname","party","district","election","contributions","year","name_english","district_code","population"
30544,"North, Bonnie","North","Green","Barrie--Innisfil","42nd general election",1386,2015,"Barrie–Innisfil",35004,101584
30022,"Clark, Myrna","Clark","NDP","Barrie--Innisfil","42nd general election",4970,2015,"Barrie–Innisfil",35004,101584
32599,"Nuttall, Alex","Nuttall","Conservative","Barrie--Springwater--Oro-Medonte","42nd general election",8525,2015,"Barrie–Springwater–Oro-Medonte",35005,97876
29643,"Lancaster, Marty","Lancaster","Green","Barrie--Springwater--Oro-Medonte","42nd general election",8210,2015,"Barrie–Springwater–Oro-Medonte",35005,97876
30900,"Tamblyn, Brian","Tamblyn","Liberal","Barrie--Springwater--Oro-Medonte","42nd general election",14180,2015,"Barrie–Springwater–Oro-Medonte",35005,97876
30100,"White, Ellen","White","NDP","Barrie--Springwater--Oro-Medonte","42nd general election",1023.3,2015,"Barrie–Springwater–Oro-Medonte",35005,97876
29962,"Sorenson, Kevin","Sorenson","Conservative","Battle River--Crowfoot","42nd general election",22313,2015,"Battle River–Crowfoot",48002,107140
33221,"Kowalski, Andy","Kowalski","Liberal","Battle River--Crowfoot","42nd general election",2470,2015,"Battle River–Crowfoot",48002,107140
32592,"Swampy, Katherine","Swampy","NDP","Battle River--Crowfoot","42nd general election",7495,2015,"Battle River–Crowfoot",48002,107140
29743,"Ritz, Gerry","Ritz","Conservative","Battlefords--Lloydminster","42nd general election",13375,2015,"Battlefords–Lloydminster",47001,70034
33006,"Tait, Glenn","Tait","NDP","Battlefords--Lloydminster","42nd general election",186.41,2015,"Battlefords–Lloydminster",47001,70034
29644,"Jenkins, Jodie","Jenkins","Conservative","Bay of Quinte","42nd general election",52347,2015,"Bay of Quinte",35006,109488
29846,"Cassidy, Terry","Cassidy","NDP","Bay of Quinte","42nd general election",11455,2015,"Bay of Quinte",35006,109488
29758,"Burrows, Bill","Burrows","Conservative","Beaches--East York","42nd general election",11652.22,2015,"Beaches–East York",35007,107084
30232,"Sach, Randall","Sach","Green","Beaches--East York","42nd general election",4588.4,2015,"Beaches–East York",35007,107084
30113,"Erskine-Smith, Nathaniel","Erskine-Smith","Liberal","Beaches--East York","42nd general election",15640,2015,"Beaches–East York",35007,107084
29757,"Kellway, Matthew","Kellway","NDP","Beaches--East York","42nd general election",12370,2015,"Beaches–East York",35007,107084
30931,"Trudel, Stéphane","Trudel","Bloc","Beauce","42nd general election",4800,2015,"Beauce",24007,106337
29735,"Bernier, Maxime","Bernier","Conservative","Beauce","42nd general election",24850,2015,"Beauce",24007,106337
29736,"Veilleux, Adam","Veilleux","Liberal","Beauce","42nd general election",5000,2015,"Beauce",24007,106337
30912,"Royer, Daniel","Royer","NDP","Beauce","42nd general election",200,2015,"Beauce",24007,106337
30491,"Berberi, Doni","Berberi","Bloc","Beauport--Limoilou","42nd general election",4100,2015,"Beauport–Limoilou",24008,92944
30328,"Clarke, Alupa","Clarke","Conservative","Beauport--Limoilou","42nd general election",4435,2015,"Beauport–Limoilou",24008,92944
30702,"Bujold, Antoine","Bujold","Liberal","Beauport--Limoilou","42nd general election",17460,2015,"Beauport–Limoilou",24008,92944
29950,"Côté, Raymond","Côté","NDP","Beauport--Limoilou","42nd general election",6125,2015,"Beauport–Limoilou",24008,92944
30358,"Boucher, Sylvie","Boucher","Conservative","Beauport-CÃ´te-de-BeauprÃ©-ÃŽle d'OrlÃ©ans-Charlevoix","42nd general election",6440,2015,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix",24020,92496
29909,"Tremblay, Jonathan","Tremblay","NDP","Beauport-CÃ´te-de-BeauprÃ©-ÃŽle d'OrlÃ©ans-Charlevoix","42nd general election",5000,2015,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix",24020,92496
30530,"King, Kevin","King","Green","BeausÃ©jour","42nd general election",15,2015,"Beauséjour",13002,80416
29666,"LeBlanc, Dominic","LeBlanc","Liberal","BeausÃ©jour","42nd general election",0,2015,"Beauséjour",13002,80416
30858,"Boudreau, Hélène","Boudreau","NDP","BeausÃ©jour","42nd general election",0,2015,"Beauséjour",13002,80416
29679,"Blaney, Steven","Blaney","Conservative","Bellechasse--Les Etchemins--LÃ©vis","42nd general election",14860,2015,"Bellechasse–Les Etchemins–Lévis",24010,112385
30087,"Daigle, Jean-Luc","Daigle","NDP","Bellechasse--Les Etchemins--LÃ©vis","42nd general election",870,2015,"Bellechasse–Les Etchemins–Lévis",24010,112385
29931,"Lessard, Yves","Lessard","Bloc","Beloeil--Chambly","42nd general election",8640,2015,"Beloeil–Chambly",24011,109955
30994,"Chalhoub, Claude","Chalhoub","Conservative","Beloeil--Chambly","42nd general election",1200,2015,"Beloeil–Chambly",24011,109955
32622,"Desjardins, Karine","Desjardins","Liberal","Beloeil--Chambly","42nd general election",1219.79,2015,"Beloeil–Chambly",24011,109955
29956,"Dubé, Matthew","Dubé","NDP","Beloeil--Chambly","42nd general election",2571,2015,"Beloeil–Chambly",24011,109955
29782,"Perron, Yves","Perron","Bloc","Berthier--MaskinongÃ©","42nd general election",3070,2015,"Berthier–Maskinongé",24012,98590
32620,"Foucrault, Marianne","Foucrault","Conservative","Berthier--MaskinongÃ©","42nd general election",1000,2015,"Berthier–Maskinongé",24012,98590
32897,"Destrempes, Pierre","Destrempes","Liberal","Berthier--MaskinongÃ©","42nd general election",3950,2015,"Berthier–Maskinongé",24012,98590
30197,"Brosseau, Ruth Ellen","Brosseau","NDP","Berthier--MaskinongÃ©","42nd general election",4517,2015,"Berthier–Maskinongé",24012,98590
33020,"Windsor, Mike","Windsor","Conservative","Bonavista--Burin--Trinity","42nd general election",900,2015,"Bonavista–Burin–Trinity",10002,76704
29975,"Foote, Judy M.","Foote","Liberal","Bonavista--Burin--Trinity","42nd general election",15245,2015,"Bonavista–Burin–Trinity",10002,76704
32695,"Potasso-Justino, Jason","Potasso-Justino","Conservative","Bourassa","42nd general election",255,2015,"Bourassa",24015,100286
32542,"Laguerre, Dolmine","Laguerre","NDP","Bourassa","42nd general election",1340,2015,"Bourassa",24015,100286
30139,"Shields, Martin","Shields","Conservative","Bow River","42nd general election",11285.05,2015,"Bow River",48003,103871
32752,"MacWilliam, Lynn","MacWilliam","NDP","Bow River","42nd general election",606,2015,"Bow River",48003,103871
30029,"Gosal, Bal","Gosal","Conservative","Brampton Centre","42nd general election",19400,2015,"Brampton Centre",35008,103122
32958,"Bottcher, Saul Marquard T.","Bottcher","Green","Brampton Centre","42nd general election",0,2015,"Brampton Centre",35008,103122
29907,"Sangha, Ramesh","Sangha","Liberal","Brampton Centre","42nd general election",52050,2015,"Brampton Centre",35008,103122
30787,"Keenan, Rosemary","Keenan","NDP","Brampton Centre","42nd general election",750,2015,"Brampton Centre",35008,103122
30004,"Bajaj, Naval","Bajaj","Conservative","Brampton East","42nd general election",57078,2015,"Brampton East",35009,99712
32914,"Lacroix, Kyle","Lacroix","Green","Brampton East","42nd general election",0,2015,"Brampton East",35009,99712
29857,"Grewal, Raj","Grewal","Liberal","Brampton East","42nd general election",32351,2015,"Brampton East",35009,99712
30058,"Kahlon, Harbaljit Singh","Kahlon","NDP","Brampton East","42nd general election",103670,2015,"Brampton East",35009,99712
30541,"Thornham, Pauline","Thornham","Green","Brampton North","42nd general election",190,2015,"Brampton North",35010,111951
30566,"Sahota, Ruby","Sahota","Liberal","Brampton North","42nd general election",25590,2015,"Brampton North",35010,111951
29654,"Seeback, Kyle","Seeback","Conservative","Brampton South","42nd general election",68172.89,2015,"Brampton South",35011,107364
33092,"Hatton, Shaun","Hatton","Green","Brampton South","42nd general election",0,2015,"Brampton South",35011,107364
30477,"Sidhu, Sonia","Sidhu","Liberal","Brampton South","42nd general election",20150,2015,"Brampton South",35011,107364
30869,"Sangha, Amarjit","Sangha","NDP","Brampton South","42nd general election",32650,2015,"Brampton South",35011,107364
29747,"Thind, Ninder","Thind","Conservative","Brampton West","42nd general election",130700,2015,"Brampton West",35012,101762
30630,"Khera, Kamal","Khera","Liberal","Brampton West","42nd general election",39376,2015,"Brampton West",35012,101762
30265,"Patterson, Adaoma","Patterson","NDP","Brampton West","42nd general election",11445,2015,"Brampton West",35012,101762
29691,"Maguire, Larry","Maguire","Conservative","Brandon--Souris","42nd general election",37921,2015,"Brandon–Souris",46001,83814
29738,"Neufeld, David","Neufeld","Green","Brandon--Souris","42nd general election",4880,2015,"Brandon–Souris",46001,83814
32457,"Wyman, Jodi","Wyman","Liberal","Brandon--Souris","42nd general election",195,2015,"Brandon–Souris",46001,83814
30743,"McColeman, Phil","McColeman","Conservative","Brantford--Brant","42nd general election",23740,2015,"Brantford–Brant",35013,132443
30470,"Brandt, Kevin","Brandt","Green","Brantford--Brant","42nd general election",3105,2015,"Brantford–Brant",35013,132443
32505,"Takacs, Danielle","Takacs","Liberal","Brantford--Brant","42nd general election",0,2015,"Brantford–Brant",35013,132443
32475,"Laferriere, Marc","Laferriere","NDP","Brantford--Brant","42nd general election",670,2015,"Brantford–Brant",35013,132443
30890,"Paradis, Denis","Paradis","Liberal","Brome--Missisquoi","42nd general election",920,2015,"Brome–Missisquoi",24016,98616
29836,"Lusson, Catherine","Lusson","NDP","Brome--Missisquoi","42nd general election",2290,2015,"Brome–Missisquoi",24016,98616
30084,"Lachance, Suzanne","Lachance","Bloc","Brossard--Saint-Lambert","42nd general election",3950,2015,"Brossard–Saint-Lambert",24017,100828
30326,"Hamidi, Qais","Hamidi","Conservative","Brossard--Saint-Lambert","42nd general election",3240,2015,"Brossard–Saint-Lambert",24017,100828
29982,"Mai, Hoang","Mai","NDP","Brossard--Saint-Lambert","42nd general election",5418.77,2015,"Brossard–Saint-Lambert",24017,100828
29683,"Miller, Larry","Miller","Conservative","Bruce--Grey--Owen Sound","42nd general election",38600,2015,"Bruce–Grey–Owen Sound",35014,106475
32936,"Albinati, Chris","Albinati","Green","Bruce--Grey--Owen Sound","42nd general election",450,2015,"Bruce–Grey–Owen Sound",35014,106475
32698,"Love, Kimberley","Love","Liberal","Bruce--Grey--Owen Sound","42nd general election",20259,2015,"Bruce–Grey–Owen Sound",35014,106475
30259,"McLaren, David","McLaren","NDP","Bruce--Grey--Owen Sound","42nd general election",7625,2015,"Bruce–Grey–Owen Sound",35014,106475
29711,"Wallace, Mike","Wallace","Conservative","Burlington","42nd general election",48374.69,2015,"Burlington",35015,120569
32818,"Fiorito, Vince","Fiorito","Green","Burlington","42nd general election",540,2015,"Burlington",35015,120569
29885,"Gould, Karina","Gould","Liberal","Burlington","42nd general election",13024.25,2015,"Burlington",35015,120569
30391,"Laird, David","Laird","NDP","Burlington","42nd general election",22697.59,2015,"Burlington",35015,120569
29967,"Little, Mike","Little","Conservative","Burnaby North--Seymour","42nd general election",925,2015,"Burnaby North–Seymour",59002,100632
32817,"Quarmby, Lynne","Quarmby","Green","Burnaby North--Seymour","42nd general election",630,2015,"Burnaby North–Seymour",59002,100632
30453,"Baird Ellan, Carol","Baird Ellan","NDP","Burnaby North--Seymour","42nd general election",35870,2015,"Burnaby North–Seymour",59002,100632
30266,"Seear, Grace","Seear","Conservative","Burnaby South","42nd general election",6150,2015,"Burnaby South",59003,105037
32895,"Tessari, Wyatt","Tessari","Green","Burnaby South","42nd general election",1600,2015,"Burnaby South",59003,105037
30940,"Pankratz, Adam","Pankratz","Liberal","Burnaby South","42nd general election",6850,2015,"Burnaby South",59003,105037
30279,"Stewart, Kennedy","Stewart","NDP","Burnaby South","42nd general election",870,2015,"Burnaby South",59003,105037
29889,"Crockatt, Joan","Crockatt","Conservative","Calgary Centre","42nd general election",500,2015,"Calgary Centre",48004,108931
30913,"Ratti, Jillian","Ratti","NDP","Calgary Centre","42nd general election",9733.27,2015,"Calgary Centre",48004,108931
30300,"Webber, Len","Webber","Conservative","Calgary Confederation","42nd general election",3665,2015,"Calgary Confederation",48005,111785
32679,"Odd, Natalie","Odd","Green","Calgary Confederation","42nd general election",3050,2015,"Calgary Confederation",48005,111785
30381,"Heuser, Kirk","Heuser","NDP","Calgary Confederation","42nd general election",3675,2015,"Calgary Confederation",48005,111785
30273,"Obhrai, Deepak","Obhrai","Conservative","Calgary Forest Lawn","42nd general election",55951.42,2015,"Calgary Forest Lawn",48006,108251
32870,"Hansell, Judson","Hansell","Green","Calgary Forest Lawn","42nd general election",650,2015,"Calgary Forest Lawn",48006,108251
30548,"Stewart, Cam","Stewart","Liberal","Calgary Forest Lawn","42nd general election",150,2015,"Calgary Forest Lawn",48006,108251
30282,"Souraya, Abdou","Souraya","NDP","Calgary Forest Lawn","42nd general election",34194.05,2015,"Calgary Forest Lawn",48006,108251
29716,"Harper, Stephen J.","Harper","Conservative","Calgary Heritage","42nd general election",200,2015,"Calgary Heritage",48007,108320
33025,"Christie, Kelly","Christie","Green","Calgary Heritage","42nd general election",0,2015,"Calgary Heritage",48007,108320
30746,"Miles, Brendan","Miles","Liberal","Calgary Heritage","42nd general election",8380,2015,"Calgary Heritage",48007,108320
32523,"Masters Burgener, Matt","Masters Burgener","NDP","Calgary Heritage","42nd general election",3500,2015,"Calgary Heritage",48007,108320
30062,"Kenney, Jason","Kenney","Conservative","Calgary Midnapore","42nd general election",74998,2015,"Calgary Midnapore",48008,111227
32806,"Wauters, Brennan","Wauters","Green","Calgary Midnapore","42nd general election",3600,2015,"Calgary Midnapore",48008,111227
32843,"Brown, Haley","Brown","Liberal","Calgary Midnapore","42nd general election",1400,2015,"Calgary Midnapore",48008,111227
30981,"Weston, Laura","Weston","NDP","Calgary Midnapore","42nd general election",6311.5,2015,"Calgary Midnapore",48008,111227
29730,"Rempel, Michelle","Rempel","Conservative","Calgary Nose Hill","42nd general election",28695,2015,"Calgary Nose Hill",48009,109286
33080,"Scheer, Laurie","Scheer","Green","Calgary Nose Hill","42nd general election",0,2015,"Calgary Nose Hill",48009,109286
30896,"Kaufman, Bruce","Kaufman","NDP","Calgary Nose Hill","42nd general election",16760,2015,"Calgary Nose Hill",48009,109286
30345,"Kelly, Pat","Kelly","Conservative","Calgary Rocky Ridge","42nd general election",21195,2015,"Calgary Rocky Ridge",48010,108901
30588,"Wright, Catriona","Wright","Green","Calgary Rocky Ridge","42nd general election",3800,2015,"Calgary Rocky Ridge",48010,108901
32460,"Kot, Stephanie","Kot","NDP","Calgary Rocky Ridge","42nd general election",1885,2015,"Calgary Rocky Ridge",48010,108901
30024,"Kmiec, Tom","Kmiec","Conservative","Calgary Shepard","42nd general election",29016.8,2015,"Calgary Shepard",48011,110296
30884,"James, Jerome","James","Liberal","Calgary Shepard","42nd general election",950,2015,"Calgary Shepard",48011,110296
30083,"Allard, Dany","Allard","NDP","Calgary Shepard","42nd general election",8860,2015,"Calgary Shepard",48011,110296
29925,"Liepert, Ron","Liepert","Conservative","Calgary Signal Hill","42nd general election",55512,2015,"Calgary Signal Hill",48012,109647
30073,"Knorren, Taryn","Knorren","Green","Calgary Signal Hill","42nd general election",1200,2015,"Calgary Signal Hill",48012,109647
30790,"Cundal, Kerry","Cundal","Liberal","Calgary Signal Hill","42nd general election",5000,2015,"Calgary Signal Hill",48012,109647
32454,"Ahmed, Khalis","Ahmed","NDP","Calgary Signal Hill","42nd general election",200,2015,"Calgary Signal Hill",48012,109647
29675,"Shory, Devinder","Shory","Conservative","Calgary Skyview","42nd general election",91625,2015,"Calgary Skyview",48013,110189
32618,"Reddy, Ed","Reddy","Green","Calgary Skyview","42nd general election",250,2015,"Calgary Skyview",48013,110189
30669,"Kang, Darshan Singh","Kang","Liberal","Calgary Skyview","42nd general election",70866,2015,"Calgary Skyview",48013,110189
30736,"Singh, Sahajvir","Singh","NDP","Calgary Skyview","42nd general election",93125,2015,"Calgary Skyview",48013,110189
32500,"Goodyear, Gary","Goodyear","Conservative","Cambridge","42nd general election",29901,2015,"Cambridge",35016,111693
32562,"Braniff, Michele","Braniff","Green","Cambridge","42nd general election",580,2015,"Cambridge",35016,111693
30135,"May, Bryan","May","Liberal","Cambridge","42nd general election",2775,2015,"Cambridge",35016,111693
30520,"Stewart, Bobbi","Stewart","NDP","Cambridge","42nd general election",4200,2015,"Cambridge",35016,111693
32570,"Rodgers, Adam Daniel","Rodgers","Conservative","Cape Breton--Canso","42nd general election",4475,2015,"Cape Breton–Canso",12001,75247
32837,"Cuzner, Rodger","Cuzner","Liberal","Cape Breton--Canso","42nd general election",28070,2015,"Cape Breton–Canso",12001,75247
32828,"Smith, Michelle","Smith","NDP","Cape Breton--Canso","42nd general election",1455,2015,"Cape Breton–Canso",12001,75247
32498,"Patkai, Julius","Patkai","Conservative","Cardigan","42nd general election",3610,2015,"Cardigan",11001,36005
30469,"Doyle, Teresa","Doyle","Green","Cardigan","42nd general election",2525,2015,"Cardigan",11001,36005
30392,"MacAulay, Lawrence","MacAulay","Liberal","Cardigan","42nd general election",22945.16,2015,"Cardigan",11001,36005
30652,"Cann, Billy","Cann","NDP","Cardigan","42nd general election",9692,2015,"Cardigan",11001,36005
29779,"Doherty, Todd","Doherty","Conservative","Cariboo--Prince George","42nd general election",8525,2015,"Cariboo–Prince George",59004,108252
32582,"Jaques, Richard Edward","Jaques","Green","Cariboo--Prince George","42nd general election",1765,2015,"Cariboo–Prince George",59004,108252
30905,"Calogheros, Tracy","Calogheros","Liberal","Cariboo--Prince George","42nd general election",2465,2015,"Cariboo–Prince George",59004,108252
32465,"Derrick, Trent","Derrick","NDP","Cariboo--Prince George","42nd general election",29976,2015,"Cariboo–Prince George",59004,108252
32451,"Poilievre, Pierre","Poilievre","Conservative","Carleton","42nd general election",19207.42,2015,"Carleton",35088,89522
29707,"Coyne, Deborah","Coyne","Green","Carleton","42nd general election",2607,2015,"Carleton",35088,89522
30662,"Rodgers, Chris","Rodgers","Liberal","Carleton","42nd general election",20452,2015,"Carleton",35088,89522
30989,"Larocque, Kc","Larocque","NDP","Carleton","42nd general election",2560,2015,"Carleton",35088,89522
30310,"Block, Kelly","Block","Conservative","Carlton Trail--Eagle Creek","42nd general election",23470,2015,"Carlton Trail–Eagle Creek",47004,72607
32738,"Oliphant, Lynn Wesley","Oliphant","Green","Carlton Trail--Eagle Creek","42nd general election",0,2015,"Carlton Trail–Eagle Creek",47004,72607
33140,"Slusar, Alexander","Slusar","Liberal","Carlton Trail--Eagle Creek","42nd general election",15,2015,"Carlton Trail–Eagle Creek",47004,72607
30805,"Wright, Glenn","Wright","NDP","Carlton Trail--Eagle Creek","42nd general election",3880,2015,"Carlton Trail–Eagle Creek",47004,72607
30597,"DeLorey, Fred","DeLorey","Conservative","Central Nova","42nd general election",25360,2015,"Central Nova",12002,74597
32481,"Hachey, David","Hachey","Green","Central Nova","42nd general election",662,2015,"Central Nova",12002,74597
29781,"Fraser, Sean","Fraser","Liberal","Central Nova","42nd general election",82232,2015,"Central Nova",12002,74597
30036,"Landry, Ross","Landry","NDP","Central Nova","42nd general election",23866,2015,"Central Nova",12002,74597
32511,"Mellalieu, Robert","Mellalieu","Green","Central Okanagan--Similkameen--Nicola","42nd general election",880,2015,"Central Okanagan–Similkameen–Nicola",59005,104398
32484,"Scott, Karley","Scott","Liberal","Central Okanagan--Similkameen--Nicola","42nd general election",8621.75,2015,"Central Okanagan–Similkameen–Nicola",59005,104398
30468,"Wood, Angelique","Wood","NDP","Central Okanagan--Similkameen--Nicola","42nd general election",24105,2015,"Central Okanagan–Similkameen–Nicola",59005,104398
32677,"St-Pierre, Philippe","St-Pierre","Conservative","ChÃ¢teauguay--Lacolle","42nd general election",10,2015,"Châteauguay–Lacolle",24021,92169
32985,"Mercier, Jency","Mercier","Green","ChÃ¢teauguay--Lacolle","42nd general election",0,2015,"Châteauguay–Lacolle",24021,92169
29960,"Shanahan, Brenda","Shanahan","Liberal","ChÃ¢teauguay--Lacolle","42nd general election",4000,2015,"Châteauguay–Lacolle",24021,92169
29898,"Chicoine, Sylvain","Chicoine","NDP","ChÃ¢teauguay--Lacolle","42nd general election",1275,2015,"Châteauguay–Lacolle",24021,92169
30776,"Turmel, Marc Antoine","Turmel","Bloc","Charlesbourg--Haute-Saint-Charles","42nd general election",100,2015,"Charlesbourg–Haute-Saint-Charles",24019,103331
32524,"Côté, Jean","Côté","Liberal","Charlesbourg--Haute-Saint-Charles","42nd general election",0,2015,"Charlesbourg–Haute-Saint-Charles",24019,103331
30057,"Day, Anne-Marie","Day","NDP","Charlesbourg--Haute-Saint-Charles","42nd general election",2285,2015,"Charlesbourg–Haute-Saint-Charles",24019,103331
30318,"Nichols, Kevin","Nichols","Green","Charleswood--St. James--Assiniboia--Headingley","42nd general election",300,2015,"Charleswood–St. James–Assiniboia–Headingley",46002,81864
30920,"Eyolfson, Doug","Eyolfson","Liberal","Charleswood--St. James--Assiniboia--Headingley","42nd general election",5000,2015,"Charleswood–St. James–Assiniboia–Headingley",46002,81864
29937,"Jonasson, Stefan","Jonasson","NDP","Charleswood--St. James--Assiniboia--Headingley","42nd general election",740,2015,"Charleswood–St. James–Assiniboia–Headingley",46002,81864
30791,"MacMillan, Ron","MacMillan","Conservative","Charlottetown","42nd general election",24019,2015,"Charlottetown",11002,34562
32804,"Viau, Becka","Viau","Green","Charlottetown","42nd general election",1890,2015,"Charlottetown",11002,34562
32550,"Casey, Sean","Casey","Liberal","Charlottetown","42nd general election",57450,2015,"Charlottetown",11002,34562
