Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Philip Bender,Marty Burke,Drew Garvie,Kornelis Klevering,John Lawson,Karen Levenson,Bobbi Stewart,Frank Valeriote,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35027,"Guelph/Guelph"," 22","Guelph",0,49,0,0,14,1,43,48,0,155,430
35027,"Guelph/Guelph"," 23A","Guelph",0,80,0,0,8,1,33,66,2,190,332
35027,"Guelph/Guelph"," 23B","Guelph",0,90,1,1,9,2,39,62,0,204,351
35027,"Guelph/Guelph"," 24","Guelph",0,93,0,3,10,1,30,74,0,211,386
35027,"Guelph/Guelph"," 25","Guelph",1,67,0,1,5,0,19,61,3,157,302
35027,"Guelph/Guelph"," 26","Guelph",0,78,0,1,13,0,30,103,4,229,372
35027,"Guelph/Guelph"," 27","Guelph",1,78,0,0,12,0,46,84,3,224,370
35027,"Guelph/Guelph"," 28","Guelph",0,117,0,0,27,0,69,106,2,321,595
35027,"Guelph/Guelph"," 29","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 30","Guelph",1,84,0,2,20,0,58,80,0,245,511
35027,"Guelph/Guelph"," 31","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 32A","Guelph",0,109,0,1,12,2,43,71,0,238,473
35027,"Guelph/Guelph"," 32B","Guelph",0,108,0,1,8,0,45,68,1,231,441
35027,"Guelph/Guelph"," 33A","Guelph",3,120,0,1,12,0,43,66,1,246,397
35027,"Guelph/Guelph"," 33B","Guelph",1,90,1,0,9,1,43,53,1,199,372
35027,"Guelph/Guelph"," 33-1","Guelph",0,102,0,2,10,1,58,70,1,244,423
35027,"Guelph/Guelph"," 33-2A","Guelph",1,92,0,1,13,0,41,69,0,217,366
35027,"Guelph/Guelph"," 33-2B","Guelph",2,66,0,1,5,2,32,79,2,189,322
35027,"Guelph/Guelph"," 34","Guelph",2,95,0,1,9,0,47,86,0,240,469
35027,"Guelph/Guelph"," 34-1","Guelph",0,77,0,0,6,0,55,88,1,227,443
35027,"Guelph/Guelph"," 35","Guelph",0,117,0,3,14,1,79,94,0,308,560
35027,"Guelph/Guelph"," 36","Guelph",0,80,1,1,17,1,63,75,2,240,487
35027,"Guelph/Guelph"," 37","Guelph",0,109,0,1,15,0,69,85,0,279,525
35027,"Guelph/Guelph"," 38","Guelph",1,88,0,1,24,1,59,102,2,278,519
35027,"Guelph/Guelph"," 39A","Guelph",1,70,0,1,6,0,52,77,1,208,408
35027,"Guelph/Guelph"," 39B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,,,,86
35027,"Guelph/Guelph"," 40","Guelph",2,63,2,1,9,0,41,68,1,187,334
35027,"Guelph/Guelph"," 41","Guelph",0,94,0,0,25,0,50,147,3,319,575
35027,"Guelph/Guelph"," 42A","Guelph",0,66,0,3,8,0,34,65,0,176,326
35027,"Guelph/Guelph"," 42B","Guelph",0,66,1,0,5,0,24,61,1,158,321
35027,"Guelph/Guelph"," 42-1","Guelph",1,68,0,2,6,2,41,54,1,175,313
35027,"Guelph/Guelph"," 43","Guelph",1,90,2,1,17,1,50,70,1,233,430
35027,"Guelph/Guelph"," 44","Guelph",0,82,0,2,10,0,23,123,0,240,381
35027,"Guelph/Guelph"," 45","Guelph",0,88,0,1,13,2,29,112,1,246,411
35027,"Guelph/Guelph"," 46","Guelph",1,43,0,1,9,0,42,95,0,191,310
35027,"Guelph/Guelph"," 47","Guelph",2,91,0,0,15,0,35,120,4,267,350
35027,"Guelph/Guelph"," 48","Guelph",1,47,0,1,14,0,26,104,0,193,363
35027,"Guelph/Guelph"," 49","Guelph",0,59,0,0,16,0,44,83,1,203,354
35027,"Guelph/Guelph"," 50","Guelph",1,100,0,3,13,1,51,79,1,249,492
35027,"Guelph/Guelph"," 51","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 52","Guelph",0,29,0,3,22,0,45,142,0,241,408
35027,"Guelph/Guelph"," 53","Guelph",0,35,0,0,27,1,51,97,0,211,352
35027,"Guelph/Guelph"," 54","Guelph",0,60,0,0,16,2,68,111,0,257,436
35027,"Guelph/Guelph"," 55","Guelph",0,53,0,1,22,0,52,77,2,207,345
35027,"Guelph/Guelph"," 56","Guelph",2,62,1,1,20,0,31,74,1,192,361
35027,"Guelph/Guelph"," 57","Guelph",1,53,0,1,26,0,49,148,0,278,422
35027,"Guelph/Guelph"," 58","Guelph",2,45,0,0,19,0,40,173,1,280,412
35027,"Guelph/Guelph"," 59","Guelph",0,88,0,1,22,1,46,157,0,315,476
35027,"Guelph/Guelph"," 60","Guelph",0,85,0,0,24,2,58,114,0,283,577
35027,"Guelph/Guelph"," 61","Guelph",1,86,0,1,13,1,44,100,1,247,502
35027,"Guelph/Guelph"," 62","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 63","Guelph",1,65,1,0,14,1,46,55,1,184,473
35027,"Guelph/Guelph"," 64","Guelph",1,73,2,1,14,2,50,81,1,225,441
35027,"Guelph/Guelph"," 65","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 66","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 67","Guelph",0,83,1,1,9,3,70,99,0,266,526
35027,"Guelph/Guelph"," 68","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 69","Guelph",2,41,0,2,14,0,44,77,1,181,414
35027,"Guelph/Guelph"," 70","Guelph",0,51,1,0,6,0,48,54,4,164,441
35027,"Guelph/Guelph"," 71","Guelph",0,46,3,0,10,3,32,38,3,135,375
35027,"Guelph/Guelph"," 72","Guelph",0,83,0,0,14,0,41,95,0,233,442
35027,"Guelph/Guelph"," 73","Guelph",1,97,0,3,20,0,47,99,1,268,467
35027,"Guelph/Guelph"," 74","Guelph",0,84,0,1,25,0,81,109,1,301,580
35027,"Guelph/Guelph"," 75","Guelph",2,42,0,0,14,0,41,79,2,180,447
35027,"Guelph/Guelph"," 76","Guelph",2,84,0,1,16,2,77,80,1,263,600
35027,"Guelph/Guelph"," 77","Guelph",1,73,0,0,11,0,59,75,3,222,541
35027,"Guelph/Guelph"," 78","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 79","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 80","Guelph",1,79,0,0,15,0,44,58,1,198,371
35027,"Guelph/Guelph"," 81","Guelph",0,54,0,1,14,0,38,82,0,189,382
35027,"Guelph/Guelph"," 82","Guelph",0,122,1,0,9,1,49,109,3,294,520
35027,"Guelph/Guelph"," 83","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 84","Guelph",2,82,0,2,21,0,61,118,5,291,539
35027,"Guelph/Guelph"," 85A","Guelph",1,60,0,0,6,0,29,83,0,179,352
35027,"Guelph/Guelph"," 85B","Guelph",1,61,3,1,3,0,26,51,2,148,356
35027,"Guelph/Guelph"," 86","Guelph",0,61,0,0,8,0,32,62,2,165,413
35027,"Guelph/Guelph"," 87","Guelph",3,89,0,0,6,0,43,111,0,252,420
35027,"Guelph/Guelph"," 88","Guelph",1,89,0,1,7,0,37,68,1,204,525
35027,"Guelph/Guelph"," 88-1","Guelph",1,64,3,1,9,0,26,67,0,171,422
35027,"Guelph/Guelph"," 89","Guelph",0,30,1,0,31,0,56,103,2,223,486
35027,"Guelph/Guelph"," 90","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 91","Guelph",1,73,2,1,20,0,62,121,0,280,514
35027,"Guelph/Guelph"," 92","Guelph",0,43,0,0,16,0,48,80,1,188,495
35027,"Guelph/Guelph"," 93","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 94","Guelph",0,28,0,0,16,0,32,82,0,158,310
35027,"Guelph/Guelph"," 95","Guelph",2,72,0,3,36,0,65,117,2,297,499
35027,"Guelph/Guelph"," 95-1","Guelph",1,81,0,0,11,0,54,90,0,237,557
35027,"Guelph/Guelph"," 96","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 97A","Guelph",1,44,0,1,8,1,35,44,1,135,339
35027,"Guelph/Guelph"," 97B","Guelph",0,33,0,0,7,0,15,39,1,95,301
35027,"Guelph/Guelph"," 97-1","Guelph",2,82,1,1,5,1,70,89,7,258,588
35027,"Guelph/Guelph"," 98","Guelph",0,107,0,1,11,1,64,100,0,284,551
35027,"Guelph/Guelph"," 99","Guelph",2,83,0,3,9,0,56,95,4,252,529
35027,"Guelph/Guelph"," 100","Guelph",1,99,2,0,6,1,45,117,4,275,605
35027,"Guelph/Guelph"," 101","Guelph",2,113,1,1,9,1,52,77,0,256,459
35027,"Guelph/Guelph"," 102","Guelph",1,78,1,0,5,0,50,84,0,219,398
35027,"Guelph/Guelph"," 103","Guelph",1,110,0,0,10,0,38,108,2,269,498
35027,"Guelph/Guelph"," 104","Guelph",1,124,1,0,15,0,44,103,1,289,529
35027,"Guelph/Guelph"," 105","Guelph",1,118,0,3,5,0,26,140,1,294,505
35027,"Guelph/Guelph"," 106","Guelph",2,92,0,1,11,0,42,67,1,216,424
35027,"Guelph/Guelph"," 107","Guelph",1,96,0,0,13,0,35,88,0,233,438
35027,"Guelph/Guelph"," 108","Guelph",1,67,2,0,12,0,62,95,3,242,516
35027,"Guelph/Guelph"," 109","Guelph",0,19,0,3,13,0,39,73,0,147,290
35027,"Guelph/Guelph"," 110","Guelph",2,26,2,3,18,1,50,70,1,173,366
35027,"Guelph/Guelph"," 111","Guelph",0,25,0,1,20,2,44,84,0,176,469
35027,"Guelph/Guelph"," 112","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 113","Guelph",1,33,0,0,21,2,50,122,0,229,407
35027,"Guelph/Guelph"," 114","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 115","Guelph",1,46,0,0,25,0,57,156,0,285,512
35027,"Guelph/Guelph"," 116","Guelph",1,35,0,1,19,2,47,123,0,228,397
35027,"Guelph/Guelph"," 117","Guelph",0,62,3,0,35,0,62,175,1,338,561
35027,"Guelph/Guelph"," 118","Guelph",2,47,1,0,37,0,68,153,1,309,478
35027,"Guelph/Guelph"," 119","Guelph",1,49,0,0,32,2,76,135,1,296,521
35027,"Guelph/Guelph"," 120","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 121","Guelph",0,60,0,1,39,1,64,164,4,333,518
35027,"Guelph/Guelph"," 122","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 123","Guelph",2,69,0,0,16,1,58,129,3,278,505
35027,"Guelph/Guelph"," 124","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 125","Guelph",1,97,0,1,21,1,64,100,1,286,521
35027,"Guelph/Guelph"," 126","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 127","Guelph",4,62,1,2,8,1,48,39,3,168,445
35027,"Guelph/Guelph"," 128","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 129","Guelph",0,78,0,2,20,0,52,101,0,253,412
35027,"Guelph/Guelph"," 130","Guelph",0,76,1,0,23,0,41,98,1,240,406
35027,"Guelph/Guelph"," 131","Guelph",1,52,1,1,25,1,38,148,1,268,498
35027,"Guelph/Guelph"," 132","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 133","Guelph",1,61,1,3,31,1,44,173,0,315,528
35027,"Guelph/Guelph"," 134","Guelph",0,45,2,1,32,1,55,86,1,223,380
35027,"Guelph/Guelph"," 135","Guelph",0,40,0,1,8,1,24,32,0,106,253
35027,"Guelph/Guelph"," 136","Guelph",0,44,0,0,12,0,42,52,0,150,307
35027,"Guelph/Guelph"," 137","Guelph",2,39,0,1,17,0,41,99,1,200,367
35027,"Guelph/Guelph"," 138","Guelph",1,46,1,3,28,3,49,91,0,222,495
35027,"Guelph/Guelph"," 139","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 140","Guelph",0,56,0,3,23,0,50,109,1,242,485
35027,"Guelph/Guelph"," 141","Guelph",0,34,0,1,19,0,41,85,3,183,363
35027,"Guelph/Guelph"," 142","Guelph",0,71,1,0,24,0,75,97,2,270,506
35027,"Guelph/Guelph"," 143","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 144","Guelph",0,14,2,0,5,0,23,71,0,115,246
35027,"Guelph/Guelph"," 144-1","Guelph",0,35,0,1,26,0,28,107,0,197,380
35027,"Guelph/Guelph"," 145","Guelph",0,33,0,0,9,1,35,117,1,196,360
35027,"Guelph/Guelph"," 146","Guelph",1,24,0,0,23,0,25,147,0,220,400
35027,"Guelph/Guelph"," 147","Guelph",1,33,1,0,19,0,22,104,1,181,395
35027,"Guelph/Guelph"," 148","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 149","Guelph",0,6,0,0,5,1,15,23,0,50,233
35027,"Guelph/Guelph"," 150","Guelph",0,62,0,1,16,0,36,94,1,210,417
35027,"Guelph/Guelph"," 151","Guelph",0,53,0,1,24,0,36,156,0,270,414
35027,"Guelph/Guelph"," 152","Guelph",1,44,1,0,10,0,26,81,5,168,299
35027,"Guelph/Guelph"," 153","Guelph",1,56,0,2,19,0,38,104,1,221,371
35027,"Guelph/Guelph"," 154","Guelph",0,85,0,2,11,0,21,106,0,225,379
35027,"Guelph/Guelph"," 155","Guelph",0,20,0,0,7,1,20,64,3,115,293
35027,"Guelph/Guelph"," 156","Guelph",0,70,0,1,19,0,49,95,2,236,444
35027,"Guelph/Guelph"," 157","Guelph",0,57,0,1,7,0,27,90,2,184,270
35027,"Guelph/Guelph"," 158","Guelph",0,66,2,1,23,0,53,78,2,225,531
35027,"Guelph/Guelph"," 159","Guelph",1,67,1,0,18,0,53,91,0,231,480
35027,"Guelph/Guelph"," 160","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 161","Guelph",0,86,0,2,11,0,33,136,0,268,411
35027,"Guelph/Guelph"," 162","Guelph",0,61,1,0,8,0,39,76,1,186,340
35027,"Guelph/Guelph"," 163","Guelph",3,72,0,1,13,0,43,90,1,223,330
35027,"Guelph/Guelph"," 164","Guelph",2,52,0,0,8,0,52,78,1,193,362
35027,"Guelph/Guelph"," 165","Guelph",0,47,2,1,17,0,44,49,0,160,358
35027,"Guelph/Guelph"," 166","Guelph",1,97,0,1,7,0,30,140,0,276,420
35027,"Guelph/Guelph"," 167","Guelph",1,39,0,1,4,1,21,76,0,143,225
35027,"Guelph/Guelph"," 168","Guelph",1,72,0,1,14,1,27,92,0,208,369
35027,"Guelph/Guelph"," 169","Guelph",1,74,0,1,13,0,31,107,0,227,367
35027,"Guelph/Guelph"," 170","Guelph",2,84,0,0,12,0,39,115,0,252,417
35027,"Guelph/Guelph"," 171","Guelph",1,66,0,2,11,0,35,73,2,190,391
35027,"Guelph/Guelph"," 172","Guelph",0,81,0,1,5,0,23,86,2,198,440
35027,"Guelph/Guelph"," 173","Guelph",1,47,1,0,14,1,37,55,1,157,315
35027,"Guelph/Guelph"," 174","Guelph",1,31,1,0,16,0,46,48,1,144,331
35027,"Guelph/Guelph"," 174-1","Guelph",0,38,0,0,11,0,31,67,1,148,316
35027,"Guelph/Guelph"," 175","Guelph",0,65,1,0,4,0,34,77,3,184,361
35027,"Guelph/Guelph"," 176A","Guelph",0,50,2,0,22,1,32,82,2,191,329
35027,"Guelph/Guelph"," 176B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,,,,2
35027,"Guelph/Guelph"," 177","Guelph",0,69,0,0,8,1,31,88,0,197,301
35027,"Guelph/Guelph"," 178","Guelph",1,68,0,0,22,0,38,107,0,236,358
35027,"Guelph/Guelph"," 179","Guelph",1,91,0,0,12,0,44,119,1,268,476
35027,"Guelph/Guelph"," 180","Guelph",0,102,0,1,14,1,74,95,0,287,521
35027,"Guelph/Guelph"," 181","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 182","Guelph",0,84,0,1,15,0,27,143,0,270,428
35027,"Guelph/Guelph"," 183","Guelph",1,106,0,0,9,0,48,167,0,331,556
35027,"Guelph/Guelph"," 184","Guelph",0,97,0,0,15,0,23,109,3,247,349
35027,"Guelph/Guelph"," 185","Guelph",2,67,0,0,6,1,24,88,1,189,284
35027,"Guelph/Guelph"," 186","Guelph",1,118,0,0,10,0,22,106,3,260,408
35027,"Guelph/Guelph"," 187","Guelph",0,151,1,0,9,0,21,153,1,336,457
35027,"Guelph/Guelph"," 188","Guelph",0,135,0,0,14,0,19,162,0,330,458
35027,"Guelph/Guelph"," 189","Guelph",0,60,0,0,6,0,21,128,0,215,411
35027,"Guelph/Guelph"," 190","Guelph",1,76,1,0,13,1,23,123,3,241,389
35027,"Guelph/Guelph"," 191","Guelph",0,61,1,1,11,0,28,110,1,213,367
35027,"Guelph/Guelph"," 192","Guelph",0,56,0,1,8,0,10,129,1,205,435
35027,"Guelph/Guelph"," 193","Guelph",1,114,0,0,7,0,22,144,0,288,616
35027,"Guelph/Guelph"," 194","Guelph",1,128,1,2,7,0,26,165,1,331,585
35027,"Guelph/Guelph"," 195A","Guelph",1,88,0,0,8,1,28,87,0,213,375
35027,"Guelph/Guelph"," 195B","Guelph",0,90,1,0,4,0,37,95,0,227,409
35027,"Guelph/Guelph"," 196","Guelph",2,65,0,0,9,1,42,103,0,222,556
35027,"Guelph/Guelph"," 197","Guelph",0,101,0,1,11,0,38,118,1,270,472
35027,"Guelph/Guelph"," 197-1","Guelph",0,78,0,2,14,0,43,91,0,228,464
35027,"Guelph/Guelph"," 198A","Guelph",1,77,0,0,12,0,42,122,2,256,419
35027,"Guelph/Guelph"," 198B","Guelph",0,101,1,0,7,1,31,100,2,243,451
35027,"Guelph/Guelph"," 198C","Guelph",2,121,0,0,7,1,24,90,0,245,451
35027,"Guelph/Guelph"," 199","Guelph",4,92,3,1,26,1,58,111,1,297,520
35027,"Guelph/Guelph"," 200","Guelph",Void/Supprimé,,,,,,,,,,
35027,"Guelph/Guelph"," 200-1","Guelph",1,128,0,0,9,0,51,85,2,276,559
35027,"Guelph/Guelph"," 201","Guelph",1,113,0,1,7,2,36,103,2,265,534
35027,"Guelph/Guelph"," 202","Guelph",0,112,0,1,11,0,21,84,1,230,462
35027,"Guelph/Guelph"," 203","Guelph",2,116,1,0,6,0,33,118,1,277,489
35027,"Guelph/Guelph"," 204","Guelph",0,127,0,0,9,0,25,114,0,275,526
35027,"Guelph/Guelph"," 205","Guelph",0,106,0,0,7,0,29,101,1,244,394
35027,"Guelph/Guelph"," 206","Guelph",2,127,0,0,13,0,35,96,0,273,525
35027,"Guelph/Guelph"," 207","Guelph",1,97,0,0,5,0,48,83,1,235,432
35027,"Guelph/Guelph"," 208","Guelph",0,88,1,0,10,0,31,79,0,209,412
35027,"Guelph/Guelph"," 209A","Guelph",0,92,0,0,10,0,37,84,1,224,405
35027,"Guelph/Guelph"," 209B","Guelph",0,73,0,0,6,0,40,75,0,194,392
35027,"Guelph/Guelph"," 210","Guelph",0,119,0,0,10,1,28,82,0,240,406
35027,"Guelph/Guelph"," 211A","Guelph",0,80,0,1,10,0,22,84,1,198,327
35027,"Guelph/Guelph"," 211B","Guelph",0,64,0,0,11,0,34,71,1,181,336
35027,"Guelph/Guelph"," 212A","Guelph",0,61,1,2,4,0,32,50,0,150,286
35027,"Guelph/Guelph"," 212B","Guelph",0,67,1,0,9,1,27,64,1,170,329
35027,"Guelph/Guelph"," 213","Guelph",0,68,0,0,6,1,8,92,0,175,302
35027,"Guelph/Guelph"," 400","Guelph",Merged with No. 144/Fusionné avec le nº 144,,,,,,,,,,45
35027,"Guelph/Guelph"," 401","Guelph",Merged with No. 144/Fusionné avec le nº 144,,,,,,,,,,8
35027,"Guelph/Guelph"," 402","Guelph",Merged with No. 144/Fusionné avec le nº 144,,,,,,,,,,8
35027,"Guelph/Guelph"," 403","Guelph",Merged with No. 144/Fusionné avec le nº 144,,,,,,,,,,12
35027,"Guelph/Guelph"," 404","Guelph",Merged with No. 144/Fusionné avec le nº 144,,,,,,,,,,9
35027,"Guelph/Guelph"," 405","Guelph",Merged with No. 144/Fusionné avec le nº 144,,,,,,,,,,12
35027,"Guelph/Guelph"," 406","Guelph",Merged with No. 144/Fusionné avec le nº 144,,,,,,,,,,14
35027,"Guelph/Guelph"," 407","Guelph",Merged with No. 144/Fusionné avec le nº 144,,,,,,,,,,7
35027,"Guelph/Guelph"," 408","Guelph",Merged with No. 144/Fusionné avec le nº 144,,,,,,,,,,6
35027,"Guelph/Guelph"," 409","Guelph",Merged with No. 144/Fusionné avec le nº 144,,,,,,,,,,102
35027,"Guelph/Guelph"," 410","Guelph",Merged with No. 144/Fusionné avec le nº 144,,,,,,,,,,117
35027,"Guelph/Guelph"," 500","Mobile poll/Bureau itinérant",1,37,1,0,4,1,13,54,0,111,204
35027,"Guelph/Guelph"," 501","Mobile poll/Bureau itinérant",2,54,0,0,6,0,9,76,9,156,475
35027,"Guelph/Guelph"," 502","Mobile poll/Bureau itinérant",3,43,3,3,5,2,36,60,1,156,300
35027,"Guelph/Guelph"," 600","Guelph",4,353,0,0,48,0,81,388,5,879,
35027,"Guelph/Guelph"," 601","Guelph",3,286,0,2,43,3,111,286,2,736,
35027,"Guelph/Guelph"," 602","Guelph",1,124,3,0,47,0,64,289,1,529,
35027,"Guelph/Guelph"," 603","Guelph",1,298,0,1,43,0,117,411,0,871,
35027,"Guelph/Guelph"," 604","Guelph",2,37,1,2,40,1,44,186,1,314,
35027,"Guelph/Guelph"," 605","Guelph",1,86,0,2,48,1,54,280,2,474,
35027,"Guelph/Guelph"," 606","Guelph",0,121,2,2,68,1,76,301,1,572,
35027,"Guelph/Guelph"," 607","Guelph",1,138,2,2,49,0,73,360,1,626,
35027,"Guelph/Guelph"," 608","Guelph",1,263,0,1,47,0,69,428,0,809,
35027,"Guelph/Guelph"," 609","Guelph",3,342,2,1,28,1,45,489,0,911,
35027,"Guelph/Guelph"," 610","Guelph",1,159,0,0,24,0,32,234,1,451,
35027,"Guelph/Guelph"," 611","Guelph",0,28,0,0,19,0,10,45,1,103,
35027,"Guelph/Guelph"," 612","Guelph",2,206,0,0,21,1,35,227,1,493,
35027,"Guelph/Guelph"," 613","Guelph",4,469,2,2,74,4,119,553,6,1233,
35027,"Guelph/Guelph",,Group 1/Groupe 1,2,73,0,0,10,0,9,64,2,160,268
35027,"Guelph/Guelph",,Group 2/Groupe 2,8,458,4,1,159,7,137,1101,5,1880,
