Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Glen Allan,Jim Hillyer,Brent Smith,John Clayton Turner,Erin Weir,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 51","Medicine Hat",45,109,7,4,40,0,205,398
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 52","Medicine Hat",75,153,8,1,19,1,257,447
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 53","Medicine Hat",66,122,12,0,19,0,219,407
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 54","Medicine Hat",77,148,14,4,21,0,264,429
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 55","Medicine Hat",48,109,11,0,24,0,192,407
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 56","Medicine Hat",49,84,9,3,31,0,176,362
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 57","Medicine Hat",44,80,9,5,35,2,175,363
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 58","Medicine Hat",61,126,8,3,27,0,225,394
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 59","Medicine Hat",51,85,13,3,25,0,177,319
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 60","Medicine Hat",48,143,9,1,37,0,238,388
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 61","Medicine Hat",91,104,10,2,56,0,263,496
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 62","Medicine Hat",61,93,11,1,27,1,194,442
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 63","Medicine Hat",55,121,10,2,22,0,210,434
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 64","Medicine Hat",67,110,9,2,21,1,210,410
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 65","Medicine Hat",52,100,11,3,19,2,187,400
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 66","Medicine Hat",52,111,10,2,23,0,198,422
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 67","Medicine Hat",47,165,4,3,32,0,251,511
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 68","Medicine Hat",49,140,10,0,30,0,229,412
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 69","Medicine Hat",64,140,11,1,28,1,245,426
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 70","Medicine Hat",47,146,5,2,33,1,234,438
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 71","Medicine Hat",46,115,10,4,30,0,205,391
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 72","Medicine Hat",46,119,9,0,29,2,205,397
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 73","Medicine Hat",46,108,6,0,40,0,200,375
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 74","Medicine Hat",36,150,3,2,34,0,225,353
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 75","Medicine Hat",36,108,6,2,24,0,176,329
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 76","Medicine Hat",60,121,10,2,28,0,221,474
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 77","Medicine Hat",74,180,4,1,19,0,278,437
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 78","Medicine Hat",38,136,4,3,11,0,192,376
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 79","Medicine Hat",63,162,11,1,16,0,253,342
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 80","Medicine Hat",50,150,2,0,20,1,223,376
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 81","Medicine Hat",44,85,4,1,13,0,147,321
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 82","Medicine Hat",33,150,5,1,21,0,210,362
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 83","Medicine Hat",35,111,8,3,18,1,176,420
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 84","Medicine Hat",38,159,2,3,11,0,213,384
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 85","Medicine Hat",40,165,10,1,20,0,236,415
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 86","Medicine Hat",52,194,6,1,22,0,275,441
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 87","Medicine Hat",50,194,5,3,12,0,264,436
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 88","Medicine Hat",50,170,6,1,10,0,237,413
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 89","Medicine Hat",39,215,3,0,16,0,273,459
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 90","Medicine Hat",48,160,1,4,11,0,224,447
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 91","Medicine Hat",62,250,6,2,12,0,332,555
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 92","Medicine Hat",47,220,0,3,15,0,285,458
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 93","Medicine Hat",51,174,3,1,6,0,235,411
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 94","Medicine Hat",37,98,7,3,13,0,158,414
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 95","Medicine Hat",38,235,7,0,12,0,292,470
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 96","Bullshead",48,215,2,0,15,1,281,459
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 97","Bullshead",28,193,3,2,14,0,240,390
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 98","Medicine Hat",26,146,3,1,16,1,193,407
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 99","Medicine Hat",50,146,9,0,8,0,213,414
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 100","Medicine Hat",47,154,5,0,9,0,215,356
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 101","Medicine Hat",52,207,6,1,25,2,293,452
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 102","Medicine Hat",55,200,5,1,28,0,289,532
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 103A","Medicine Hat",43,150,7,2,14,1,217,415
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 103B","Medicine Hat",32,158,2,1,17,0,210,435
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 104","Medicine Hat",59,249,4,1,8,0,321,582
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 105","Medicine Hat",70,245,6,6,25,2,354,642
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 106","Medicine Hat",38,179,4,2,12,0,235,486
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 107","Medicine Hat",38,190,7,2,16,0,253,459
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 108","Medicine Hat",32,168,3,3,11,0,217,365
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 109","Medicine Hat",50,135,10,1,29,0,225,432
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 110","Medicine Hat",29,164,1,3,22,1,220,452
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 111","Medicine Hat",37,126,5,4,20,0,192,372
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 112","Medicine Hat",25,142,3,4,20,0,194,393
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 113","Medicine Hat",48,139,5,3,26,0,221,446
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 114","Medicine Hat",52,142,5,2,26,1,228,377
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 115","Medicine Hat",52,165,1,0,25,0,243,417
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 116","Medicine Hat",59,152,3,2,14,0,230,386
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 117","Medicine Hat",43,135,8,0,29,0,215,375
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 118","Medicine Hat",41,154,6,4,11,0,216,340
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 119","Medicine Hat",72,149,8,1,10,1,241,387
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 120","Medicine Hat",43,158,8,2,25,0,236,358
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 121","Medicine Hat",42,110,1,5,7,0,165,298
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 122","Medicine Hat",43,139,3,2,15,0,202,366
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 123","Medicine Hat",45,170,4,7,19,0,245,409
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 124","Medicine Hat",52,201,8,2,8,0,271,418
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 125","Medicine Hat",61,178,3,4,18,0,264,458
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 126","Medicine Hat",57,152,4,2,15,1,231,384
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 127","Medicine Hat",53,166,6,2,22,0,249,449
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 128","Medicine Hat",33,223,1,3,15,0,275,397
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 129","Medicine Hat",67,199,5,0,16,1,288,406
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 130","Bow Island",9,134,4,1,3,0,151,416
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 131","Bow Island",18,154,3,2,7,0,184,395
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 132","Bow Island",25,148,3,3,14,1,194,430
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 133","Bow Island",16,115,4,2,5,0,142,346
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 134","Bow Island",9,120,1,2,2,0,134,295
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 135","Juno",9,213,4,4,5,0,235,410
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 136","Foremost",17,222,6,10,6,0,261,446
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 137","Foremost",14,142,4,1,4,0,165,430
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 138","Conrad",3,77,1,0,2,0,83,288
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 139","Warner",5,63,2,0,6,0,76,305
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 140","Warner",22,152,9,2,12,0,197,324
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 141","Raymond",25,151,6,2,7,0,191,386
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 142","Raymond",28,186,3,1,37,1,256,485
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 143","Raymond",30,202,7,4,21,1,265,464
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 144","Raymond",11,78,2,1,13,0,105,222
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 145","Raymond",10,165,5,2,18,1,201,428
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 146","Raymond",12,230,10,2,8,0,262,435
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 147","Raymond",10,83,5,0,9,0,107,360
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 148","Blood",29,0,2,0,62,0,93,273
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 149","Blood",26,0,3,1,40,0,70,147
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 150","Blood",41,0,1,0,56,0,98,228
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 151","Blood",102,12,5,3,217,1,340,788
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 152","Blood",57,4,0,1,105,0,167,410
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 153","Blood",96,10,1,4,164,2,277,621
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 154","Welling",12,125,0,1,5,0,143,334
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 155","Magrath",6,131,4,1,5,0,147,350
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 156","Magrath",9,138,2,1,17,0,167,351
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 157","Magrath",29,252,4,2,19,1,307,541
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 158","Spring Coulee",7,83,1,2,3,0,96,371
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 159","Magrath",22,192,9,3,17,1,244,447
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 160","Magrath",14,95,2,2,6,2,121,240
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 161","Cardston",12,153,1,2,10,0,178,322
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 162","Cardston",8,78,2,1,9,0,98,443
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 163","Cardston",5,46,2,2,3,0,58,136
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 164","Cardston",15,134,2,1,15,0,167,348
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 165","Cardston",6,184,0,1,9,0,200,426
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 166","Cardston",13,202,2,0,6,0,223,409
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 167","Cardston",33,144,2,1,12,0,192,434
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 168","Cardston",12,162,1,0,9,0,184,357
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 169","Aetna",7,145,3,0,3,0,158,389
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 170","Leavitt",1,145,2,1,6,0,155,334
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 171","Jefferson",5,78,3,0,4,0,90,313
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 172","Mountain View",8,198,3,1,8,0,218,355
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 173","Del Bonita",2,41,0,5,3,0,51,147
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 174","Milk River",16,142,4,4,11,1,178,384
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 175","Milk River",13,112,4,3,10,1,143,287
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 176","Milk River",11,93,4,3,5,0,116,217
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 177","Coutts",4,132,4,3,11,0,154,263
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 178","Allerston",0,129,2,1,6,0,138,307
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 179","Etzikom",4,69,0,2,4,0,79,317
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 180","Manyberries",8,124,1,0,3,0,136,244
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 181","Seven Persons",30,273,8,6,16,0,333,499
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 182","Elkwater",10,124,6,3,4,0,147,299
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 183","Irvine",25,162,11,4,6,0,208,352
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 184","Irvine",27,146,3,3,9,0,188,311
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 185","Raymond",15,157,9,1,6,0,188,375
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 186","Raymond",7,140,3,0,17,0,167,305
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 187","Stirling",36,217,14,3,23,0,293,530
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 188","Stirling",19,160,3,4,10,1,197,354
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 189","Stirling",20,117,9,4,10,1,161,396
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 190","Medicine Hat",56,191,9,3,16,0,275,391
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 400","Medicine Hat",26,108,5,4,6,1,150,190
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 401","Medicine Hat",25,77,4,4,14,2,126,181
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 402","Medicine Hat",25,122,7,2,16,1,173,243
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 500","Mobile poll/Bureau itinérant",18,28,5,3,13,1,68,121
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 501","Mobile poll/Bureau itinérant",22,59,4,3,7,1,96,230
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 502","Mobile poll/Bureau itinérant",10,38,3,3,13,3,70,184
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 503","Mobile poll/Bureau itinérant",9,22,2,0,9,1,43,77
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 504","Mobile poll/Bureau itinérant",7,38,3,0,1,0,49,76
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 505","Mobile poll/Bureau itinérant",7,37,3,0,4,0,51,56
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 506","Mobile poll/Bureau itinérant",4,33,0,0,0,0,37,47
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 507","Mobile poll/Bureau itinérant",3,73,5,0,3,2,86,144
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 508","Mobile poll/Bureau itinérant",2,15,0,0,1,0,18,26
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 600","Cypress County",40,326,7,0,19,0,392,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 601","Cypress County--Redcliff",100,417,19,4,56,1,597,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 602","Medicine Hat",116,325,23,4,58,1,527,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 603","Medicine Hat",136,562,15,4,58,3,778,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 604","Medicine Hat",90,211,10,2,84,1,398,
48027,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 605","Medicine Hat",96,328,7,2,51,1,485,
