date,Party,pct
2016-02-15,Green,5.342529529387783
2016-02-15,People's,NaN
2016-02-16,Liberal,46.47392385609177
2016-02-16,Conservative,27.237380524359704
2016-02-16,NDP,16.488545456463786
2016-02-16,Green,5.343366344145033
2016-02-16,People's,NaN
2016-02-17,Liberal,47.0980273014792
2016-02-17,Conservative,27.763824153113724
2016-02-17,NDP,15.317099844861449
2016-02-17,Green,5.431752181218776
2016-02-17,People's,NaN
2016-02-18,Liberal,46.74125313285354
2016-02-18,Conservative,27.46932539407305
2016-02-18,NDP,15.976692094143484
2016-02-18,Green,5.383094709186426
2016-02-18,People's,NaN
2016-02-19,Liberal,46.71421978787237
2016-02-19,Conservative,27.450306288851174
2016-02-19,NDP,16.02152186905908
2016-02-19,Green,5.380360497052262
2016-02-19,People's,NaN
2016-02-20,Liberal,46.69769372536347
2016-02-20,Conservative,27.43983326005352
2016-02-20,NDP,16.047125485807168
2016-02-20,Green,5.3790208510731565
2016-02-20,People's,NaN
2016-02-21,Liberal,46.68560467571602
2016-02-21,Conservative,27.432848459840915
2016-02-21,NDP,16.064799015172763
2016-02-21,Green,5.378234533181305
2016-02-21,People's,NaN
2016-02-22,Liberal,46.67601042064435
2016-02-22,Conservative,27.427747735631236
2016-02-22,NDP,16.078134552403537
2016-02-22,Green,5.377736628133984
2016-02-22,People's,NaN
2016-02-23,Liberal,46.668032826055544
2016-02-23,Conservative,27.423815490006486
2016-02-23,NDP,16.08874101488331
2016-02-23,Green,5.377410256852917
2016-02-23,People's,NaN
2016-02-24,Liberal,46.66119694040273
2016-02-24,Conservative,27.420671443729507
2016-02-24,NDP,16.097478018577846
2016-02-24,Green,5.377194219774953
2016-02-24,People's,NaN
2016-02-25,Liberal,46.655215269091634
2016-02-25,Conservative,27.418090234428128
2016-02-25,NDP,16.10485834409058
2016-02-25,Green,5.377052907030852
2016-02-25,People's,NaN
2016-02-26,Liberal,46.64989967609841
2016-02-26,Conservative,27.4159278984139
2016-02-26,NDP,16.111212054162532
2016-02-26,Green,5.376964057604313
2016-02-26,People's,NaN
2016-02-27,Liberal,46.645119777767505
2016-02-27,Conservative,27.41408726681939
2016-02-27,NDP,16.116763818615805
2016-02-27,Green,5.376913013833872
2016-02-27,People's,NaN
2016-02-28,Liberal,46.64078115300895
2016-02-28,Conservative,27.41249992872314
2016-02-28,NDP,16.121673276238642
2016-02-28,Green,5.376889738403755
2016-02-28,People's,NaN
2016-02-29,Liberal,46.63681300705966
2016-02-29,Conservative,27.41111608247203
2016-02-29,NDP,16.126057787026973
2016-02-29,Green,5.376887144538147
2016-02-29,People's,NaN
2016-03-01,Liberal,46.63316074747466
2016-03-01,Conservative,27.409898474495154
2016-03-01,NDP,16.130006051959985
2016-03-01,Green,5.376900105094479
2016-03-01,People's,NaN
2016-03-02,Liberal,46.62978129050696
2016-03-02,Conservative,27.408818601724235
2016-03-02,NDP,16.13358666974929
2016-03-02,Green,5.376924836467346
2016-03-02,People's,NaN
2016-03-03,Liberal,46.62663997041302
2016-03-03,Conservative,27.4078542367443
2016-03-03,NDP,16.1368537309062
2016-03-03,Green,5.376958500660987
2016-03-03,People's,NaN
2016-03-04,Liberal,46.62370843344348
2016-03-04,Conservative,27.406987760943544
2016-03-04,NDP,16.13985059896947
2016-03-04,Green,5.376998940001747
2016-03-04,People's,NaN
2016-03-05,Liberal,46.620963160337425
2016-03-05,Conservative,27.40620500999483
2016-03-05,NDP,16.142612539961572
2016-03-05,Green,5.377044495484074
2016-03-05,People's,NaN
2016-03-06,Liberal,46.618384403347044
2016-03-06,Conservative,27.405494454697333
2016-03-06,NDP,16.145168596188025
2016-03-06,Green,5.3770938795071785
2016-03-06,People's,NaN
2016-03-07,Liberal,46.615955404545524
2016-03-07,Conservative,27.404846607452715
2016-03-07,NDP,16.147542950299844
2016-03-07,Green,5.3771460849378
2016-03-07,People's,NaN
2016-03-08,Liberal,46.613661809807184
2016-03-08,Conservative,27.404253584234812
2016-03-08,NDP,16.14975593706119
2016-03-08,Green,5.377200319000958
2016-03-08,People's,NaN
2016-03-09,Liberal,46.611491221926585
2016-03-09,Conservative,27.40370877600205
2016-03-09,NDP,16.151824806371266
2016-03-09,Green,5.377255954486919
2016-03-09,People's,NaN
2016-03-10,Liberal,46.609432854626405
2016-03-10,Conservative,27.40320659859678
2016-03-10,NDP,16.153764307284373
2016-03-10,Green,5.37731249325295
2016-03-10,People's,NaN
2016-03-11,Liberal,47.28466399649905
2016-03-11,Conservative,27.04565988286559
2016-03-11,NDP,15.91891469078264
2016-03-11,Green,5.562127812341122
2016-03-11,People's,NaN
2016-03-12,Liberal,47.28305542308044
2016-03-12,Conservative,27.044556965504245
2016-03-12,NDP,15.920951012343208
2016-03-12,Green,5.562469756410734
2016-03-12,People's,NaN
2016-03-13,Liberal,47.22706214832995
2016-03-13,Conservative,28.077743809484506
2016-03-13,NDP,15.766287694965165
2016-03-13,Green,5.176568428736291
2016-03-13,People's,NaN
2016-03-14,Liberal,48.3714658033033
2016-03-14,Conservative,27.293091600399105
2016-03-14,NDP,15.348624250754652
2016-03-14,Green,5.14218101979426
2016-03-14,People's,NaN
2016-03-15,Liberal,47.09675005251984
2016-03-15,Conservative,29.58313952216419
2016-03-15,NDP,14.393383680352798
2016-03-15,Green,4.345409101714851
2016-03-15,People's,NaN
2016-03-16,Liberal,44.665264037037076
2016-03-16,Conservative,29.176574520649485
2016-03-16,NDP,15.564356589965094
2016-03-16,Green,5.629627614216838
2016-03-16,People's,NaN
2016-03-17,Liberal,45.4644237379266
2016-03-17,Conservative,28.986459120495585
2016-03-17,NDP,15.383167168019872
2016-03-17,Green,5.396927645566002
2016-03-17,People's,NaN
2016-03-18,Liberal,45.55810810888592
2016-03-18,Conservative,28.94497588000144
2016-03-18,NDP,15.374303331749443
2016-03-18,Green,5.380579548028555
2016-03-18,People's,NaN
2016-03-19,Liberal,45.61639775371713
2016-03-19,Conservative,28.916233669219757
2016-03-19,NDP,15.37077005657925
2016-03-19,Green,5.371986097808342
2016-03-19,People's,NaN
2016-03-20,Liberal,45.65905845392035
2016-03-20,Conservative,28.894025775268894
2016-03-20,NDP,15.36901495502826
2016-03-20,Green,5.36628951010106
2016-03-20,People's,NaN
2016-03-21,Liberal,46.43714308578976
2016-03-21,Conservative,28.525056754388498
2016-03-21,NDP,14.327799811848475
2016-03-21,Green,5.708976456844688
2016-03-21,People's,NaN
2016-03-22,Liberal,46.182253561997875
2016-03-22,Conservative,28.64389061939298
2016-03-22,NDP,14.706367539353474
2016-03-22,Green,5.580698735626061
2016-03-22,People's,NaN
2016-03-23,Liberal,45.22890206431843
2016-03-23,Conservative,29.543646608655322
2016-03-23,NDP,13.969984858461226
2016-03-23,Green,5.561312726148012
2016-03-23,People's,NaN
2016-03-24,Liberal,45.737076491677215
2016-03-24,Conservative,29.059631471532114
2016-03-24,NDP,14.40153640049718
2016-03-24,Green,5.55787166321734
2016-03-24,People's,NaN
2016-03-25,Liberal,45.54111965217748
2016-03-25,Conservative,29.80133378046243
2016-03-25,NDP,13.767175817236973
2016-03-25,Green,5.719228305907453
2016-03-25,People's,NaN
2016-03-26,Liberal,45.64903761602264
2016-03-26,Conservative,29.466527157308732
2016-03-26,NDP,14.062192706029759
2016-03-26,Green,5.6470167183194375
2016-03-26,People's,NaN
2016-03-27,Liberal,45.666440310262274
2016-03-27,Conservative,29.432525206510867
2016-03-27,NDP,14.0949860595404
2016-03-27,Green,5.639339753515525
2016-03-27,People's,NaN
2016-03-28,Liberal,45.67880876113302
2016-03-28,Conservative,29.411521360821162
2016-03-28,NDP,14.115677263708955
2016-03-28,Green,5.6343982979820515
2016-03-28,People's,NaN
2016-03-29,Liberal,45.68869252509295
2016-03-29,Conservative,29.396203117161495
2016-03-29,NDP,14.13085272757041
2016-03-29,Green,5.630682239954904
2016-03-29,People's,NaN
2016-03-30,Liberal,45.69703006525755
2016-03-30,Conservative,29.38412110957372
2016-03-30,NDP,14.142798876064978
2016-03-30,Green,5.62768575387715
2016-03-30,People's,NaN
2016-03-31,Liberal,45.70428818655024
2016-03-31,Conservative,29.374139568611582
2016-03-31,NDP,14.152610330232097
2016-03-31,Green,5.625170574684538
2016-03-31,People's,NaN
2016-04-01,Liberal,45.71073795589994
2016-04-01,Conservative,29.36563596719973
2016-04-01,NDP,14.16090315993273
2016-04-01,Green,5.623003142600529
2016-04-01,People's,NaN
2016-04-02,Liberal,45.32990155877152
2016-04-02,Conservative,29.76211271362677
2016-04-02,NDP,13.840453131812325
2016-04-02,Green,5.717568360836528
2016-04-02,People's,NaN
2016-04-03,Liberal,45.33072556836177
2016-04-03,Conservative,29.760072675826503
2016-04-03,NDP,13.84322007590971
2016-04-03,Green,5.716931678729629
2016-04-03,People's,NaN
2016-04-04,Liberal,45.33150006561194
2016-04-04,Conservative,29.758347487736597
2016-04-04,NDP,13.845559825205733
2016-04-04,Green,5.7163776268830375
2016-04-04,People's,NaN
2016-04-05,Liberal,46.403211448051266
2016-04-05,Conservative,28.9478816249332
2016-04-05,NDP,13.806376906171641
2016-04-05,Green,5.341462017466558
2016-04-05,People's,NaN
2016-04-06,Liberal,45.78562283911204
2016-04-06,Conservative,29.41368595113481
2016-04-06,NDP,13.831746099254023
2016-04-06,Green,5.5572029995915475
2016-04-06,People's,NaN
2016-04-07,Liberal,45.74792628703847
2016-04-07,Conservative,29.44156891399439
2016-04-07,NDP,13.834631941958008
2016-04-07,Green,5.570234789880687
2016-04-07,People's,NaN
2016-04-08,Liberal,44.358059798999
2016-04-08,Conservative,27.795234783752406
2016-04-08,NDP,16.54246801283216
2016-04-08,Green,5.575519139605196
2016-04-08,People's,NaN
2016-04-09,Liberal,44.92799001631234
2016-04-09,Conservative,28.577001429777017
2016-04-09,NDP,14.747238215547226
2016-04-09,Green,5.629469201093362
2016-04-09,People's,NaN
2016-04-10,Liberal,44.989121430709076
2016-04-10,Conservative,28.62426869403881
2016-04-10,NDP,14.982631778342139
2016-04-10,Green,5.603682156233793
2016-04-10,People's,NaN
2016-04-11,Liberal,46.73305596132452
2016-04-11,Conservative,27.61436331672863
2016-04-11,NDP,13.969536627457497
2016-04-11,Green,5.283635005420818
2016-04-11,People's,NaN
2016-04-12,Liberal,45.925973442512266
2016-04-12,Conservative,28.131098865206773
2016-04-12,NDP,14.414882075461366
2016-04-12,Green,5.43651300494737
2016-04-12,People's,NaN
2016-04-13,Liberal,46.013335689936
2016-04-13,Conservative,28.357645493711363
2016-04-13,NDP,14.606316491882346
2016-04-13,Green,5.424571108097886
2016-04-13,People's,NaN
2016-04-14,Liberal,45.90931503482134
2016-04-14,Conservative,28.287372300600953
2016-04-14,NDP,14.511387059894512
2016-04-14,Green,5.444356916501179
2016-04-14,People's,NaN
2016-04-15,Liberal,45.88887508582536
2016-04-15,Conservative,28.304387352818743
2016-04-15,NDP,14.50730055950651
2016-04-15,Green,5.449509373227741
2016-04-15,People's,NaN
2016-04-16,Liberal,45.87500556344912
2016-04-16,Conservative,28.31932847767408
2016-04-16,NDP,14.504293539294617
2016-04-16,Green,5.453273931490619
2016-04-16,People's,NaN
2016-04-17,Liberal,45.864662540760044
2016-04-17,Conservative,28.332139728953738
2016-04-17,NDP,14.50160287666371
2016-04-17,Green,5.456238336140134
2016-04-17,People's,NaN
2016-04-18,Liberal,45.78556129956528
2016-04-18,Conservative,28.319522732340467
2016-04-18,NDP,14.562431232363505
2016-04-18,Green,5.453182075021033
2016-04-18,People's,NaN
2016-04-19,Liberal,45.77794149637133
2016-04-19,Conservative,28.32912884996254
2016-04-19,NDP,14.560833536406033
2016-04-19,Green,5.455212291629596
2016-04-19,People's,NaN
2016-04-20,Liberal,45.77152271048211
2016-04-20,Conservative,28.337611296881462
2016-04-20,NDP,14.559324744078113
2016-04-20,Green,5.456956417738158
2016-04-20,People's,NaN
2016-04-21,Liberal,45.7660129256187
2016-04-21,Conservative,28.345169291460866
2016-04-21,NDP,14.557907415163124
2016-04-21,Green,5.458477568404062
2016-04-21,People's,NaN
2016-04-22,Liberal,45.761212680989026
2016-04-22,Conservative,28.35195651522089
2016-04-22,NDP,14.556579994121268
2016-04-22,Green,5.459820258377314
2016-04-22,People's,NaN
2016-04-23,Liberal,45.75697997845764
2016-04-23,Conservative,28.35809323238611
2016-04-23,NDP,14.555338488348355
2016-04-23,Green,5.461017097160393
2016-04-23,People's,NaN
2016-04-24,Liberal,45.75321034333686
2016-04-24,Conservative,28.363674968481966
2016-04-24,NDP,14.554177681176661
2016-04-24,Green,5.462092698520421
2016-04-24,People's,NaN
2016-04-25,Liberal,46.12870793970118
2016-04-25,Conservative,28.531063128730178
2016-04-25,NDP,14.72712569890795
2016-04-25,Green,5.2363786773691325
2016-04-25,People's,NaN
2016-04-26,Liberal,45.907783265552524
2016-04-26,Conservative,28.44193477355278
2016-04-26,NDP,14.626005131370318
2016-04-26,Green,5.367691846233062
2016-04-26,People's,NaN
2016-04-27,Liberal,45.89114000270971
2016-04-27,Conservative,28.439947958662987
2016-04-27,NDP,14.6186658622012
2016-04-27,Green,5.376851322685083
2016-04-27,People's,NaN
2016-04-28,Liberal,45.88084923503412
2016-04-28,Conservative,28.44031707240052
2016-04-28,NDP,14.614199563225657
2016-04-28,Green,5.382276733268218
2016-04-28,People's,NaN
2016-04-29,Liberal,45.87325761900337
2016-04-29,Conservative,28.44150973707244
2016-04-29,NDP,14.610936080422716
2016-04-29,Green,5.386146218289761
2016-04-29,People's,NaN
2016-04-30,Liberal,45.8671953182722
2016-04-30,Conservative,28.44305761854625
2016-04-30,NDP,14.608344582301445
2016-04-30,Green,5.3891526302556025
2016-04-30,People's,NaN
2016-05-01,Liberal,45.86213166835286
2016-05-01,Conservative,28.444763124474925
2016-05-01,NDP,14.606186547204866
2016-05-01,Green,5.391607361922976
2016-05-01,People's,NaN
2016-05-02,Liberal,45.85777829265808
2016-05-02,Conservative,28.446529028204246
2016-05-02,NDP,14.604333713986264
2016-05-02,Green,5.393677737518691
2016-05-02,People's,NaN
2016-05-03,Liberal,45.85395967355893
2016-05-03,Conservative,28.44830327040011
2016-05-03,NDP,14.602708850124618
2016-05-03,Green,5.395464321413655
2016-05-03,People's,NaN
2016-05-04,Liberal,45.8505602877491
2016-05-04,Conservative,28.450056688022123
2016-05-04,NDP,14.601261642835917
2016-05-04,Green,5.397032422092307
2016-05-04,People's,NaN
2016-05-05,Liberal,45.84749961322515
2016-05-05,Conservative,28.45177268169114
2016-05-05,NDP,14.599957353458695
2016-05-05,Green,5.398426938182318
2016-05-05,People's,NaN
2016-05-06,Liberal,45.844719015838486
2016-05-06,Conservative,28.453441934154075
2016-05-06,NDP,14.598770897842451
2016-05-06,Green,5.399680115487922
2016-05-06,People's,NaN
2016-05-07,Liberal,45.84217430656092
2016-05-07,Conservative,28.45505951277983
2016-05-07,NDP,14.597683508014496
2016-05-07,Green,5.400815927462377
2016-05-07,People's,NaN
2016-05-08,Liberal,45.83983124885361
2016-05-08,Conservative,28.4566231929279
2016-05-08,NDP,14.596680731086375
2016-05-08,Green,5.401852704029854
2016-05-08,People's,NaN
2016-05-09,Liberal,45.83766270860704
2016-05-09,Conservative,28.458132447213224
2016-05-09,NDP,14.595751169068892
2016-05-09,Green,5.402804788483036
2016-05-09,People's,NaN
2016-05-10,Liberal,45.83564677046579
2016-05-10,Conservative,28.45958781655955
2016-05-10,NDP,14.594885652199716
2016-05-10,Green,5.403683624879465
2016-05-10,People's,NaN
2016-05-11,Liberal,46.72344197521629
2016-05-11,Conservative,28.16981913076892
2016-05-11,NDP,14.313687372963464
2016-05-11,Green,5.162671454341472
2016-05-11,People's,NaN
2016-05-12,Liberal,46.19415005781843
2016-05-12,Conservative,28.343774751619925
2016-05-12,NDP,14.479260663454156
2016-05-12,Green,5.30680418569968
2016-05-12,People's,NaN
2016-05-13,Liberal,46.15905117657321
2016-05-13,Conservative,28.35598685804379
2016-05-13,NDP,14.489145275909314
2016-05-13,Green,5.31659128764014
2016-05-13,People's,NaN
2016-05-14,Liberal,46.138489917567995
2016-05-14,Conservative,28.363429048909442
2016-05-14,NDP,14.494511201536717
2016-05-14,Green,5.3224102814105505
2016-05-14,People's,NaN
2016-05-15,Liberal,46.125474234950616
2016-05-15,Conservative,28.27061371488474
2016-05-15,NDP,14.526126976899159
2016-05-15,Green,5.378760271183719
2016-05-15,People's,NaN
2016-05-16,Liberal,46.47050199832292
2016-05-16,Conservative,28.108453380365663
2016-05-16,NDP,14.333922869866134
2016-05-16,Green,5.302503333622304
2016-05-16,People's,NaN
2016-05-17,Liberal,46.46083547542013
2016-05-17,Conservative,28.11189168193872
2016-05-17,NDP,14.335647276722954
2016-05-17,Green,5.305604441526352
2016-05-17,People's,NaN
2016-05-18,Liberal,46.12750103420063
2016-05-18,Conservative,27.70837430455987
2016-05-18,NDP,14.567036141633992
2016-05-18,Green,6.138467728358071
2016-05-18,People's,NaN
2016-05-19,Liberal,46.26803539292938
2016-05-19,Conservative,27.8919523374786
2016-05-19,NDP,14.464857754808444
2016-05-19,Green,5.768869953985562
2016-05-19,People's,NaN
2016-05-20,Liberal,46.276320861303624
2016-05-20,Conservative,27.909712896355472
2016-05-20,NDP,14.456370213461899
2016-05-20,Green,5.737666904648936
2016-05-20,People's,NaN
2016-05-21,Liberal,46.20416006420084
2016-05-21,Conservative,27.863491454894177
2016-05-21,NDP,14.543985614378547
2016-05-21,Green,5.696035089429565
2016-05-21,People's,NaN
2016-05-22,Liberal,46.33572808214834
2016-05-22,Conservative,28.37290773488771
2016-05-22,NDP,14.173801202388514
2016-05-22,Green,5.681621257777616
2016-05-22,People's,NaN
2016-05-23,Liberal,46.4054294540861
2016-05-23,Conservative,27.968352288200713
2016-05-23,NDP,14.45911739175804
2016-05-23,Green,5.6767567714202
2016-05-23,People's,NaN
2016-05-24,Liberal,46.40356409829036
2016-05-24,Conservative,27.950310215121398
2016-05-24,NDP,14.47437973643224
2016-05-24,Green,5.6677736301029364
2016-05-24,People's,NaN
2016-05-25,Liberal,46.58065534466055
2016-05-25,Conservative,27.518647734422885
2016-05-25,NDP,14.695794837915575
2016-05-25,Green,5.620891236802201
2016-05-25,People's,NaN
2016-05-26,Liberal,46.582516561252326
2016-05-26,Conservative,27.505226080860652
2016-05-26,NDP,14.706103565146318
2016-05-26,Green,5.613005709723657
2016-05-26,People's,NaN
2016-05-27,Liberal,46.58400506363719
2016-05-27,Conservative,27.494981662795496
2016-05-27,NDP,14.714168565794008
2016-05-27,Green,5.606206775226959
2016-05-27,People's,NaN
2016-05-28,Liberal,46.58521057085668
2016-05-28,Conservative,27.4867417759985
2016-05-28,NDP,14.720792313673712
2016-05-28,Green,5.600259848345352
2016-05-28,People's,NaN
2016-05-29,Liberal,46.586197285883
2016-05-29,Conservative,27.479880096056075
2016-05-29,NDP,14.726407498348259
2016-05-29,Green,5.59499731820492
2016-05-29,People's,NaN
2016-05-30,Liberal,46.587012035526755
2016-05-30,Conservative,27.47402298473942
2016-05-30,NDP,14.731274995291127
2016-05-30,Green,5.590295408904363
2016-05-30,People's,NaN
2016-05-31,Liberal,46.58768965556856
2016-05-31,Conservative,27.468929794188785
2016-05-31,NDP,14.735564733350877
2016-05-31,Green,5.58606022502424
2016-05-31,People's,NaN
2016-06-01,Liberal,46.26336204511987
2016-06-01,Conservative,27.363884722631845
2016-06-01,NDP,14.187428203244206
2016-06-01,Green,5.990588226093291
2016-06-01,People's,NaN
2016-06-02,Liberal,46.443724679187035
2016-06-02,Conservative,27.41603981966244
